2,3,48.16,0,0,28,0
2,3,48.16,0,0,36,0
2,3,48.16,0,0,44,0
2,3,48.16,0,0,52,0
2,3,56.16,2,0,56,1
2,3,56.16,0,0,56.16,2
2,3,56.16,-2,0,56.32,2
0,3,64.16,-2,0,60,0
0,3,64.16,0,0,64,1
0,3,64.16,2,0,64.16,1
-2,3,72.16,2,0,68,0
-2,3,72.16,2,0,76,0
0,3,80.16,2,0,84,0
-2,3,88.16,2,0,92.16,0
0,3,96.16,2,0,100.2,0
-2,3,104.32,2,0,110.2,0
0,3,112.32,0,0,112.2,2
0,3,112.32,-2,0,112.4,2
2,3,120.32,-2,0,120.2,0
0,3,128.32,-2,0,130.2,0
0,3,136.32,-2,0,140.2,0
0,3,145.4,0,0,147.4,1
0,3,145.4,0,0,150.2,0
-2,3,155.4,0,0,160.2,0
2,3,165.4,-2,0,167.4,2
2,3,165.4,-2,0,170.2,0
0,3,175.4,-2,0,180.2,0
2,3,185.4,-2,0,190.2,0
2,3,195.4,-2,0,200.44,0
2,3,205.4,0,0,207.4,1
-2,3,215.4,0,0,212.44,0
2,3,225.4,0,0,224.44,0
2,3,235.4,0,0,236.44,0
-2,3,246.44,0,0,248.44,0
-2,3,258.44,0,0,260.44,0
2,3,270.44,0,0,272.68,0
-2,3,282.44,0,0,284.68,0
-2,3,294.68,0,0,296.68,0
2,3,306.68,0,0,310.12,0
2,3,306.68,2,0,310.68,1
0,3,318.68,0,0,322.72,2
0,3,318.68,0,0,324.12,0
2,3,343.12,0,0,338.12,0
2,3,343.12,-2,0,349.04,2
0,3,357.12,-2,0,352.12,0
0,3,357.12,0,0,363.04,1
-2,3,371.12,0,0,366.12,0
2,3,385.12,0,0,380.12,0
2,3,385.12,2,0,391.32,1
0,3,399.4,2,0,394.12,0
0,3,413.4,2,0,409.24,0
-2,3,427.4,2,0,425.24,0
0,3,441.56,2,0,441.56,0
0,3,457.56,2,0,457.56,0
0,3,473.88,2,0,473.56,0
-2,3,489.88,2,0,489.56,0
0,3,505.88,2,0,506.24,0
0,3,521.88,2,0,524.24,0
0,3,537.88,2,0,542.6,0
2,3,555.6,0,0,547.64,2
2,3,555.6,0,0,560.6,0
-2,3,573.6,0,0,578.6,0
2,3,591.96,0,0,596.6,0
0,3,609.96,2,0,601.8,1
2,3,627.96,2,0,616.2,0
2,3,627.96,0,0,619.8,2
-2,3,646.6,0,0,636.2,0
2,3,666.6,0,0,656.6,0
0,3,687,0,0,676.6,0
0,3,687,2,0,679,1
0,3,707,2,0,696.6,0
-2,3,727,2,0,718.24,0
2,3,747.68,0,0,739.8,2
2,3,747.68,0,0,740.24,0
-2,3,769.68,0,0,762.24,0
0,3,791.68,-2,0,783.8,2
0,3,791.68,-2,0,784.24,0
-2,3,813.68,0,0,805.84,1
-2,3,813.68,0,0,806.8,0
2,3,836.12,0,0,830.8,0
-2,3,859.76,0,0,854.8,0
0,3,883.76,2,0,875.92,1
0,3,883.76,2,0,879.28,0
0,3,907.76,2,0,903.52,0
2,3,931.76,0,0,923.8,2
2,3,931.76,0,0,929.52,0
2,3,957.04,0,0,955.52,0
2,3,983.04,0,0,981.52,0
-2,3,1009.04,0,0,1008.08,0
2,3,1035.04,0,0,1036.64,0
0,3,1063.2,-2,0,1055.13,2
0,3,1063.2,-2,0,1064.65,0
0,3,1091.21,-2,0,1092.65,0
-2,3,1119.21,0,0,1111.29,1
-2,3,1119.21,0,0,1122.09,0
-2,3,1147.69,0,0,1152.09,0
0,3,1177.69,-2,0,1170.09,2
0,3,1177.69,-2,0,1182.09,0
2,3,1207.69,-2,0,1212.09,0
0,3,1237.69,-2,0,1242.69,0
-2,3,1268.29,0,0,1260.69,1
-2,3,1268.29,0,0,1272.68,0
-2,3,1298.29,0,0,1302.68,0
2,3,1328.28,0,0,1332.68,0
2,3,1358.28,0,0,1362.68,0
-2,3,1388.28,0,0,1392.68,0
0,3,1418.28,2,0,1410.68,1
0,3,1418.28,2,0,1422.68,0
0,3,1448.28,2,0,1452.68,0
-2,3,1478.28,2,0,1483.28,0
0,3,1508.88,2,0,1513.27,0
-2,3,1538.88,2,0,1543.27,0
2,3,1568.87,0,0,1561.27,2
2,3,1568.87,0,0,1573.27,0
-2,3,1598.87,0,0,1603.27,0
-2,3,1628.87,0,0,1633.27,0
0,3,1658.87,-2,0,1651.27,2
0,3,1658.87,-2,0,1663.87,0
2,3,1688.87,-2,0,1693.87,0
0,3,1718.87,-2,0,1723.87,0
-2,3,1749.47,0,0,1741.87,1
-2,3,1749.47,0,0,1753.86,0
2,3,1779.47,0,0,1783.86,0
0,3,1809.46,-2,0,1801.86,2
0,3,1809.46,-2,0,1813.86,0
0,3,1841.26,-2,0,1843.86,0
2,3,1871.86,-2,0,1873.86,0
0,3,1901.86,-2,0,1904.46,0
2,3,1931.86,-2,0,1934.46,0
2,3,1961.86,-2,0,1964.46,0
-2,3,1991.86,0,0,1984.26,1
-2,3,1991.86,0,0,1994.46,0
2,3,2021.86,0,0,2024.45,0
2,3,2052.45,0,0,2054.45,0
0,3,2082.45,-2,0,2074.26,2
0,3,2082.45,-2,0,2085.06,0
-2,3,2112.46,0,0,2104.26,1
-2,3,2112.46,0,0,2115.06,0
0,3,2142.46,2,0,2134.27,1
0,3,2142.46,2,0,2145.07,0
2,3,2172.47,0,0,2164.27,2
2,3,2172.47,0,0,2175.07,0
-2,3,2202.47,0,0,2205.08,0
-2,3,2232.48,0,0,2235.08,0
0,3,2262.48,2,0,2254.29,1
0,3,2262.48,2,0,2265.69,0
2,3,2292.49,0,0,2284.29,2
2,3,2292.49,0,0,2295.69,0
-2,3,2322.49,0,0,2325.7,0
0,3,2352.5,2,0,2344.3,1
0,3,2352.5,2,0,2355.7,0
-2,3,2382.5,2,0,2385.71,0
-2,3,2412.51,2,0,2415.71,0
0,3,2442.51,2,0,2445.72,0
-2,3,2473.12,2,0,2476.32,0
2,3,2503.12,0,0,2494.93,2
2,3,2503.12,0,0,2506.33,0
0,3,2533.13,2,0,2524.93,1
0,3,2533.13,2,0,2536.33,0
-2,3,2563.13,2,0,2566.34,0
0,3,2593.14,2,0,2596.94,0
-2,3,2623.14,2,0,2626.95,0
-2,3,2653.15,2,0,2656.95,0
2,3,2683.15,0,0,2674.96,2
2,3,2683.15,0,0,2686.96,0
-2,3,2713.15,0,0,2716.96,0
2,3,2743.76,0,0,2746.97,0
0,3,2773.76,-2,0,2765.57,2
0,3,2773.76,-2,0,2776.97,0
-2,3,2803.77,0,0,2795.57,1
-2,3,2803.77,0,0,2807.58,0
0,3,2833.77,2,0,2825.58,1
0,3,2833.77,2,0,2837.58,0
-2,3,2863.78,2,0,2867.59,0
-2,3,2893.78,2,0,2897.59,0
0,3,2923.79,2,0,2927.6,0
2,3,2953.79,0,0,2945.6,2
2,3,2953.79,0,0,2957.6,0
2,3,2983.8,0,0,2988.21,0
-2,3,3014.4,0,0,3018.21,0
-2,3,3044.41,0,0,3048.22,0
2,3,3074.41,0,0,3078.22,0
-2,3,3104.42,0,0,3108.23,0
-2,3,3134.42,0,0,3138.83,0
0,3,3164.43,2,0,3156.23,1
0,3,3164.43,2,0,3168.84,0
2,3,3194.43,0,0,3186.24,2
2,3,3194.43,0,0,3198.84,0
2,3,3224.44,0,0,3228.85,0
-2,3,3255.04,0,0,3258.85,0
0,3,3285.05,-2,0,3276.85,2
0,3,3285.05,-2,0,3288.85,0
-2,3,3315.05,0,0,3306.86,1
-2,3,3315.05,0,0,3318.86,0
2,3,3345.06,0,0,3348.86,0
0,3,3375.06,-2,0,3366.87,2
0,3,3375.06,-2,0,3379.47,0
-2,3,3405.67,0,0,3397.47,1
-2,3,3405.67,0,0,3409.47,0
2,3,3435.67,0,0,3439.48,0
2,3,3465.68,0,0,3469.48,0
-2,3,3495.68,0,0,3499.49,0
2,3,3525.69,0,0,3529.49,0
0,3,3556.29,2,0,3548.1,1
0,3,3556.29,2,0,3559.5,0
2,3,3586.3,0,0,3578.1,2
2,3,3586.3,0,0,3589.5,0
-2,3,3616.3,0,0,3619.51,0
-2,3,3646.31,0,0,3650.11,0
0,3,3676.31,2,0,3668.12,1
0,3,3676.31,2,0,3680.12,0
-2,3,3706.32,2,0,3710.12,0
0,3,3736.32,2,0,3740.13,0
-2,3,3766.33,2,0,3770.13,0
2,3,3796.33,0,0,3788.14,2
2,3,3796.33,0,0,3800.14,0
0,3,3826.94,2,0,3818.74,1
0,3,3826.94,2,0,3830.14,0
0,3,3856.94,2,0,3860.15,0
2,3,3886.95,0,0,3878.75,2
2,3,3886.95,0,0,3890.75,0
-2,3,3916.95,0,0,3920.76,0
-2,3,3946.96,0,0,3950.76,0
0,3,3977.56,-2,0,3969.37,2
0,3,3977.56,-2,0,3980.77,0
0,3,4007.57,-2,0,4010.77,0
0,3,4037.57,-2,0,4040.78,0
2,3,4067.58,-2,0,4070.78,0
0,3,4097.58,-2,0,4100.79,0
2,3,4127.58,-2,0,4130.79,0
-2,3,4157.59,0,0,4149.4,1
-2,3,4157.59,0,0,4161.4,0
2,3,4187.59,0,0,4191.4,0
-2,3,4217.6,0,0,4221.41,0
-2,3,4247.6,0,0,4251.41,0
2,3,4277.61,0,0,4281.42,0
-2,3,4308.21,0,0,4311.42,0
-2,3,4338.22,0,0,4342.03,0
2,3,4368.22,0,0,4372.03,0
0,3,4398.23,-2,0,4390.03,2
0,3,4398.23,-2,0,4402.04,0
-2,3,4428.23,0,0,4420.04,1
-2,3,4428.23,0,0,4432.04,0
